Gene,Corrected P-value,Log2 Fold Change
CACHD1,4.7317e-08,-1.1125
SH3BP1,1.9943e-12,1.3412
NLRP3,6.1564e-12,-2.0914
MAMSTR,4.0677e-05,0.8901
RGS7,1.7483e-04,-7.5984
TBX15,4.9663e-04,1.0773
GPR25,1.8223e-02,-3.7992
CNP,1.5257e-11,0.6797
LRRC48,2.4452e-12,-2.3254
SIGLEC11,2.0938e-15,-5.1382
TGFBR3,1.8594e-14,-2.6354
SMC1B,9.9470e-11,7.4170
FAM159A,2.9490e-04,-0.9224
TM7SF2,9.0282e-04,-0.6203
ACOXL,9.7451e-16,-5.0099
RGS22,2.0354e-14,-4.0635
CA9,1.9516e-14,6.4750
PRRG3,4.6183e-02,-0.7353
TSSC1,1.5879e-13,0.8466
C10orf128,1.5665e-15,-2.9083
VWA3A,7.4734e-14,-11.6476
ABCB9,4.4083e-11,1.1565
NR2F2,3.9086e-09,-1.0121
MOGS,5.6343e-13,0.6958
POLR1A,1.1220e-09,0.7203
ARHGAP39,2.1607e-04,0.7263
CD28,1.2697e-02,-0.6955
SOWAHC,1.3143e-05,0.6970
WDR16,6.9925e-09,-4.1699
LRRC4C,2.0472e-08,-2.2439
ZRANB3,8.0328e-14,1.2083
ZNF474,1.5299e-08,-2.2391
SLC12A4,5.5094e-13,-1.2755
LONRF1,1.0701e-06,-0.7229
SIX2,4.7317e-08,3.1139
TPPP,2.5031e-12,-2.3129
SLC2A13,1.8500e-09,-0.9626
C11orf63,4.6727e-12,-1.4528
C17orf105,8.1252e-03,-4.8549
DRD1,2.1797e-09,-2.8888
RAB40A,3.4602e-11,-2.0809
MYEF2,4.3992e-03,-0.9270
SPAG8,1.9454e-11,-3.0765
C8B,5.1029e-15,-16.2067
TESPA1,2.8732e-12,-2.0341
GBP2,5.7734e-07,-0.7435
SLA,3.3583e-13,-2.2639
PRAP1,2.6896e-06,8.6792
NDN,2.1140e-10,-1.5402
RASD1,3.6997e-08,-1.7055
SLC6A2,2.7263e-08,3.4177
FGFBP1,8.3000e-08,2.3659
KIF6,1.8611e-11,-2.4212
GRIP1,1.4114e-09,1.6933
CLEC4F,6.2505e-10,-5.4370
APH1B,1.2891e-14,-1.1056
MMP3,6.7500e-12,6.3099
STAC,1.8927e-15,-3.7115
SRL,5.6343e-13,-2.5899
MSANTD3,2.1675e-08,0.6536
WDFY4,7.4734e-14,-2.3461
FAM161B,1.9661e-07,-0.7267
EFCAB6,3.4907e-06,-1.2612
HN1,9.7451e-16,1.6757
NUMB,2.2105e-15,-1.0003
HM13,1.9852e-10,0.7140
SLC6A15,1.2628e-10,5.1314
SPP1,1.1144e-13,4.2965
METTL2A,1.3434e-12,0.7638
DNAH5,2.3176e-03,-1.0299
GNB1L,7.4852e-13,1.1068
MYH13,3.2869e-02,-3.6669
ALYREF,4.9949e-15,1.0820
HIST1H2BJ,2.7621e-07,1.4749
ALG1L,5.0081e-14,3.9700
PTCD1,1.9064e-12,0.9485
STAB2,3.9159e-08,-2.2557
AHNAK2,1.7464e-10,2.3169
FBXW12,2.2244e-02,6.0224
MAGI3,1.3767e-15,-1.7990
EXOG,3.9554e-11,-0.6362
FAM105B,4.9182e-11,0.7974
PON1,2.8091e-07,-6.5546
DUSP15,6.5011e-04,-1.3080
HPRT1,1.4143e-14,1.3758
CNR1,6.6574e-13,-3.3015
COLEC10,8.4156e-14,-4.4489
DISP1,1.3021e-15,-2.3654
GPR65,2.4284e-15,-2.4479
BX088651.1,4.5644e-05,6.6308
FAM179A,1.5834e-12,-3.0688
MYH15,8.8443e-09,-2.7479
PXDC1,1.9516e-14,-1.3904
FZD3,1.2264e-06,0.8205
MBNL2,1.1662e-12,-1.1010
SYNJ1,7.4734e-14,-0.9884
SLC30A2,6.0441e-03,-2.9106
PDIA4,9.0162e-14,1.3605
WASF3,2.5341e-13,-1.9682
RPN2,1.4085e-13,0.6907
PSAT1,1.7577e-15,4.3270
TTF2,8.7045e-15,1.3980
SLC26A5,6.9198e-06,-4.5989
PLK1,9.7451e-16,3.9929
HIPK1,2.5341e-13,-0.9434
B3GNT3,7.2280e-07,1.8706
ZMYND12,1.5526e-13,-2.2312
TCN2,1.3799e-06,-0.9355
SYT15,9.7451e-16,-4.1182
SCUBE1,2.3289e-15,-5.6203
HAUS8,3.9702e-13,0.9603
FLT3LG,3.6093e-09,-0.9287
ADAD2,1.4201e-07,2.0121
TACR3,2.7304e-04,-8.6230
ARHGAP31,9.7451e-16,-2.7952
GPR22,6.6177e-03,-3.7681
CHRD,1.5707e-04,-0.6951
ZSCAN18,4.3554e-10,-1.1366
LEFTY2,5.3510e-15,-6.0236
LMBRD1,1.2239e-15,-1.1709
MT-ATP6,4.9657e-06,-0.7046
GRHL2,1.1208e-14,1.5509
CYP46A1,4.1654e-04,-0.7755
TRIM2,4.6971e-05,0.6758
DUSP1,6.3153e-15,-3.0333
C10orf12,1.6131e-07,0.6865
AC007382.1,7.2745e-05,-6.9919
B4GALT4,3.1963e-15,1.5338
C12orf42,1.7256e-04,2.6814
MAOA,5.7523e-14,-1.8664
KHDC1,8.9209e-10,0.9880
SCGB3A2,9.0162e-14,-5.2198
RASAL1,9.8000e-15,4.2049
ADCK5,6.8996e-12,1.0607
NLGN4X,1.3289e-02,-0.7892
AURKB,1.3262e-15,4.2119
MYO5C,5.1029e-15,-2.0708
BEST3,3.3474e-03,7.1568
KCNE3,7.4816e-05,-0.7416
CXXC5,1.6051e-06,-0.8447
AKR1C2,1.0886e-06,2.5873
KRT16,2.1677e-15,7.6068
NPC2,1.1368e-15,-1.8638
SPA17,3.5476e-06,-0.8427
SP100,1.6180e-12,-0.9692
SOGA1,5.9358e-08,0.7681
ID2,1.9676e-13,-1.6018
PTCRA,1.8598e-15,-4.7918
SIRPB2,7.1400e-13,-2.1761
AC004466.1,3.5404e-07,-0.7381
HPCAL4,5.4976e-11,-2.4519
RAB27A,1.1724e-15,-1.4588
ITGAM,4.8056e-13,-2.1647
GJC2,4.0594e-14,-2.2538
CDK5,4.2313e-09,0.6395
SLC9C2,4.3708e-07,-10.4912
WWC2,9.7451e-16,-2.9080
FAM153A,4.1776e-03,-3.3503
PNPLA3,7.8216e-03,0.5951
PCDP1,1.4346e-15,-4.0637
LILRA5,1.3262e-15,-3.0888
DSG1,1.3611e-11,15.6063
KLHL33,3.3002e-12,-10.9025
FAM83D,1.4383e-15,3.5231
NECAB1,9.7451e-16,-3.6961
ZNF75D,4.0459e-11,-0.8755
MPP6,2.9666e-14,1.7072
KCND3,3.0638e-06,-1.0371
NME8,1.2054e-06,-2.3037
FAM209B,3.2267e-04,-1.8121
PTCHD1,2.2194e-11,-8.5720
B4GALNT2,6.4223e-04,1.1446
LRCH4,2.4565e-10,-0.8268
ADM5,1.8590e-05,-0.8282
HIST3H2A,1.1852e-10,1.9978
KDELC1,5.1135e-07,0.7987
RSPH10B2,1.7202e-08,-5.8493
ELFN2,1.4150e-08,-3.4532
HYLS1,3.1094e-10,1.1801
LRRC23,1.6051e-06,-1.0155
HGF,2.7843e-13,-2.3738
USP27X,1.1100e-10,-0.9985
GLTP,8.1479e-05,0.6299
FAM118B,6.4437e-12,-0.7988
ZNF583,1.7464e-10,-0.9631
WDR48,4.7372e-10,-0.5896
ZNF532,4.3074e-08,0.7414
OR56B4,2.0768e-04,6.0048
CCDC108,8.9243e-11,-11.2511
ZNF774,6.5196e-08,0.7142
MAML2,1.7036e-11,-1.1162
RPL39L,2.3289e-15,3.0911
ST6GALNAC4,2.6379e-14,-1.1388
CC2D2A,2.3146e-13,-1.3764
CNTNAP3B,2.8793e-03,-1.5552
TBX4,1.5941e-15,-3.7913
EMP2,9.7451e-16,-2.6058
HS6ST1,9.3220e-11,1.0599
GALNT16,1.7063e-13,-3.0474
BEX1,2.1926e-05,-4.5460
PRX,1.1253e-15,-4.2009
CYTIP,2.3028e-10,-1.7967
NT5M,1.4504e-06,0.9007
C2orf74,3.2142e-06,-1.3085
WHSC1,1.0892e-13,1.0551
TEX264,3.0687e-13,-0.6751
WDR64,4.8746e-03,-2.6645
CCDC121,5.8293e-04,-0.6476
PRODH,4.8682e-09,-1.7859
DDIT4,6.2704e-04,0.9645
PRKCA,1.4109e-03,-0.6121
CCR10,9.6269e-05,-0.8537
FAM222A,4.4394e-04,0.9040
CAPN13,5.7206e-09,-2.1662
KIAA1107,3.5176e-05,-0.5886
SLFN12L,2.2777e-06,-1.1099
MEIS2,7.1726e-05,-0.6033
CCL15,2.1090e-13,-13.0682
EFNB2,1.2483e-04,-0.6643
CHRNA9,6.5505e-03,2.3487
RGL4,1.6219e-08,-1.8955
AK7,1.3606e-08,-2.0887
RRM1,1.6969e-15,1.5043
PI16,1.6390e-15,-6.2867
BCL11B,3.6634e-06,1.1034
AC011484.1,8.2901e-07,-10.8458
RHOA,9.7451e-16,-1.0389
HIPK4,1.3098e-08,-2.7678
NUP107,6.0478e-13,0.8448
AL645728.1,5.1135e-07,-0.9644
GPR87,6.6574e-13,5.8637
SPTAN1,2.1090e-13,-1.0406
CXorf22,1.4763e-03,-3.6012
ZFYVE9,2.0759e-07,-0.6521
RPS27L,3.4222e-14,-1.1148
RPS10-NUDT3,7.8777e-10,0.7659
TRO,7.9074e-04,0.8241
DTHD1,1.3344e-08,-2.7821
ZNF396,1.8681e-06,-1.0253
PRKAR2B,3.7966e-12,-1.5792
CCDC159,2.5341e-13,-1.1035
BLMH,2.7621e-07,0.7071
SLC17A8,1.8594e-08,-12.5557
AZGP1,1.4712e-08,-3.1249
SLC23A1,5.1916e-05,-1.9826
MCM3,1.0220e-14,1.1682
BAALC,9.8579e-03,-1.0975
PFKFB2,1.2542e-13,-1.3300
SLC30A8,4.9245e-03,-4.9871
SERPINB1,1.7268e-05,-0.9851
RD3,3.4934e-08,-12.8940
ZNF506,3.3549e-07,-0.6286
TMEM260,1.0188e-07,0.6091
COMMD2,1.7174e-06,0.6102
PIGA,1.3143e-05,-0.8325
MGARP,1.6867e-08,-2.2083
FAP,2.2951e-08,1.5414
SLC35G1,1.7035e-04,1.0408
TSPAN7,1.5684e-10,-2.4986
MLF2,5.1417e-13,0.7704
C1orf229,2.4660e-05,-2.0272
CD40,6.7479e-07,-0.8671
TBKBP1,5.5503e-06,-0.6145
TCF19,2.5303e-15,1.6246
CD1B,5.8733e-07,-3.3038
UNC93B1,9.2349e-12,-1.0343
HTR1B,5.0907e-04,-4.6117
IL2RG,4.8502e-07,-1.4305
CES1,1.2161e-05,-2.4270
PRR19,3.3344e-15,1.9627
ROBO2,2.3028e-10,-2.4091
CENPQ,1.2251e-07,0.8924
ZFYVE16,3.2787e-13,-0.7591
KIAA1211L,8.1647e-11,-1.9008
SLC41A2,2.4869e-07,-0.9002
DOCK6,9.8895e-10,-0.8851
GJB1,3.8792e-13,-10.0552
H2AFX,8.5162e-15,1.5562
HIST1H3D,3.9554e-11,4.5315
CCSAP,3.5404e-07,0.6062
ETNK2,1.3791e-13,1.6844
MMP10,9.9532e-09,4.4699
TLCD1,1.2745e-05,0.7355
AGTR1,1.0889e-15,-3.8957
CLEC3B,9.7451e-16,-5.3713
CXCL17,3.8653e-14,-3.2830
CEBPD,1.1947e-09,-1.3756
FRMD6,6.8996e-12,2.0341
IGFBP6,1.1042e-03,-1.0156
VWA1,2.5599e-06,-0.6769
DDAH1,1.4383e-15,-2.2875
CCL24,7.1578e-08,-3.6140
TDG,5.1157e-14,0.9592
ZDHHC1,1.0744e-05,-0.7076
ZBTB20,2.0991e-06,-0.9388
OVOL1,7.4734e-14,3.2962
ULBP2,7.7113e-08,1.5363
PDZRN4,4.1481e-09,-4.2139
HEY2,1.6221e-02,-0.5855
GDF11,5.7254e-06,0.7270
ECHDC3,8.0633e-12,-1.7945
MARCO,2.4284e-15,-4.6957
TMEM179,4.5818e-06,9.1986
ABLIM1,3.9685e-06,-0.7955
PLEKHB2,1.3434e-12,-0.6106
SLFN11,5.7457e-12,-1.5846
CXCL13,4.3655e-06,2.7669
ZFP69B,1.4452e-14,1.5932
APOH,1.3532e-15,-12.4534
SOX17,9.7451e-16,-3.6828
SUSD5,7.3728e-06,-1.4065
MNS1,1.5633e-03,-0.8726
CDKL1,1.1881e-15,-1.8061
C1orf222,2.1277e-08,-3.6786
TRUB2,2.2057e-10,0.7618
APOL6,9.4519e-12,-1.0073
ATP2B4,7.7172e-09,-0.7289
UBA6,7.6517e-11,0.9881
PRSS3,9.0183e-09,5.6875
C9orf84,3.3002e-12,5.1204
FSD1,1.8615e-12,2.4934
SLC22A4,6.2818e-11,-1.9690
OR52N4,7.4852e-13,-8.6320
C19orf18,5.6910e-04,-0.7502
TMEM52B,9.1362e-04,-0.8083
HGD,1.8611e-11,-3.3164
TRIM39,8.5623e-10,-0.5891
SPRR2F,3.5404e-07,5.9720
BHMT2,1.1153e-12,-1.8314
AKAP5,1.5869e-14,-1.8813
MUCL1,7.6071e-06,5.1713
EPHX4,2.4296e-04,1.0533
PTPRC,1.5869e-14,-2.2411
FJX1,7.0485e-12,1.6669
USP25,2.1864e-12,-0.9774
PAPPA2,1.2852e-03,-4.1527
LOH12CR1,6.1620e-08,0.6493
SAMD5,1.4150e-08,-1.7020
GJB2,3.3344e-15,5.3954
TMEM204,1.9564e-15,-2.2777
C10orf10,3.3002e-12,-2.5182
RFTN1,1.9873e-15,-2.1908
CLEC6A,1.0374e-12,-7.0599
PSME3,1.8189e-12,0.6484
HCN4,2.7150e-07,-11.5772
IKZF5,8.3843e-10,-0.6965
PLD4,2.6787e-08,-1.6814
SEC14L6,9.7451e-16,-4.9720
DTX2,4.3162e-09,0.7729
TMEM175,2.8068e-12,-0.8966
C1QB,7.1470e-14,-2.5118
CAP2,1.9410e-03,-0.6808
HJURP,1.1253e-15,4.3496
MARCH1,8.9209e-10,-1.1497
GPIHBP1,9.7451e-16,-6.0962
HOXB7,4.6437e-08,1.6522
ECE2,1.1253e-15,3.0368
PLEKHA4,7.4816e-05,-0.6099
DHX36,2.5904e-11,0.8199
SLC5A11,3.1053e-03,7.1694
C16orf3,2.2922e-03,-1.9254
NANOS3,6.7546e-03,-0.6629
CD209,5.4074e-03,-0.6879
LEPROT,1.5941e-15,-1.0699
ATP6V0D2,3.9514e-05,-1.5093
DDX56,3.6974e-11,0.6593
ANKRD1,1.2039e-14,-7.2369
ACSM5,4.8955e-14,-3.2767
FAM183B,1.2161e-05,-7.7567
SHROOM1,2.7428e-12,-1.0506
CYSLTR2,2.7783e-08,-1.3286
JAK1,1.0881e-12,-0.8510
C22orf15,1.0630e-10,-3.4549
HIST2H3A,1.1080e-05,1.2702
IL16,3.1124e-14,-2.0768
EMC3,5.9011e-13,-0.7011
PFKFB3,2.6580e-05,-0.7800
CCDC180,1.4415e-12,-2.1234
ZNF714,1.8930e-04,0.7325
DNAH1,9.6755e-13,-1.8349
SCGB3A1,1.8766e-13,-6.0376
FAM180B,3.2411e-10,-10.8807
FANCA,9.8895e-10,1.0344
MMP17,1.3160e-03,0.6090
WNT7A,5.3526e-12,-3.9872
PARD6B,3.1871e-14,-1.9921
CCNO,2.3683e-04,2.2800
EMX1,1.0108e-11,13.4149
ST3GAL1,2.1674e-06,-0.7157
PXK,3.2671e-14,-1.0569
TNS4,1.4817e-15,4.8645
LRRC25,1.3746e-12,-1.9073
MAMDC2,4.3370e-15,-4.3148
HPCA,1.7464e-10,2.8323
CENPE,9.7451e-16,3.0974
FAM153B,1.4460e-07,-3.7876
ELTD1,1.3021e-15,-2.1134
CTD-2116N17.1,3.0107e-12,7.1357
SPINT2,2.1384e-12,0.9803
RGN,9.7451e-16,-3.5883
FCN1,1.5941e-15,-3.6687
HERC5,1.8677e-04,-0.7684
MTFP1,4.0046e-10,1.0122
GPR20,5.5094e-13,-2.3187
URB1,6.1454e-11,0.8708
GRB14,1.1683e-02,-0.6708
WBP2NL,2.3947e-03,-1.2929
MRGBP,9.7451e-16,1.3750
CERS3,2.0354e-14,7.9674
IP6K1,1.4065e-12,-0.6759
FAM63B,2.5632e-10,-0.9450
PCDH19,6.2816e-08,2.7949
SLC2A6,8.1050e-06,-0.9863
TRIM52,1.5653e-09,-0.7411
C1QTNF9,1.1937e-12,-12.2915
NNAT,3.3658e-05,-0.7804
CNRIP1,9.7451e-16,-2.2392
TMX4,5.8797e-11,-0.7829
TMSB4X,2.1826e-14,-1.3758
TGM4,4.8009e-02,-1.1782
SLC27A4,2.7150e-07,0.6027
TRAPPC3L,8.3000e-08,-5.0532
HLA-DQB2,4.4493e-10,-1.9668
LTK,2.1697e-11,-2.4258
SPTA1,7.1643e-03,-5.7757
TMTC4,4.7317e-08,0.7787
MCIDAS,1.5839e-07,6.9271
FBXO41,1.2728e-11,1.5621
XCL2,7.7113e-08,-2.4044
OXT,2.4834e-02,3.8886
MUSK,1.2910e-15,-7.9512
LEPROTL1,7.8887e-12,-0.6850
PKN3,9.9986e-08,-0.7579
CHAF1B,1.1127e-15,2.3684
SORT1,6.3153e-15,-1.6899
CALB1,1.5606e-08,3.7752
TMEM182,7.5502e-15,1.3900
CASP5,1.1961e-13,-1.9734
TRIQK,4.7694e-09,-0.7167
MINA,1.5604e-11,0.7034
FILIP1,9.7451e-16,-2.8922
CPSF3,1.0011e-14,0.9948
CCM2L,2.4800e-15,-2.9690
ELMOD1,3.6815e-10,-3.0421
POLE2,9.7451e-16,2.4000
EDA2R,3.1310e-13,-2.1208
TMEM125,9.7451e-16,-4.0759
PTGDR2,1.0011e-14,-2.5726
GRIN2D,1.5000e-08,1.7189
MYH10,2.5927e-13,-1.7678
STOML2,1.2628e-10,0.8352
ARL14EPL,8.9209e-10,-12.1864
RHOF,6.6612e-10,-1.2402
EFHC1,1.7518e-05,-0.8416
JMJD1C,2.7720e-14,-1.0483
LRFN1,7.5703e-09,1.0364
DNAJC6,1.5021e-09,-1.4976
SMTNL2,2.7428e-12,-3.2832
CD5,2.1516e-07,-1.5545
RUFY1,6.8996e-12,-0.6832
UBXN11,1.0866e-10,-1.1842
HYAL2,1.1253e-15,-1.8303
CNTD1,3.8638e-04,-0.6362
LDB2,9.7451e-16,-3.4882
PZP,2.4569e-14,-6.4936
CKMT1B,7.5502e-15,3.6023
TUBAL3,6.2423e-05,1.3732
TBL1XR1,8.6170e-13,1.2549
PM20D2,9.4586e-08,0.8996
ACBD6,3.3781e-12,0.6739
RSU1,2.1864e-12,-0.7124
TPCN1,1.2810e-12,-1.1204
DSCAM,3.0652e-04,-6.9672
BTBD11,3.1692e-11,3.0948
KCNT2,9.7451e-16,-3.9194
ZNF711,1.1823e-04,0.8837
DENND4C,1.9224e-13,-1.1622
PALMD,5.1417e-13,-2.0519
PYCRL,3.1310e-13,1.1554
PINLYP,8.5017e-04,-0.6232
MMP13,6.7500e-12,5.5225
ALG10B,1.5003e-06,0.7350
HNF4G,4.7298e-06,1.5972
RASL10A,5.1250e-06,-1.0839
BCL3,1.1573e-02,-0.5979
PDXP,2.2588e-05,0.7672
AC006449.1,9.9470e-11,-1.0105
TNNI1,4.7219e-04,0.6047
SLC52A3,3.4509e-10,1.2151
CIITA,6.8178e-13,-2.1477
AFAP1L1,1.2324e-14,-1.8962
ZRSR2,2.9407e-08,-0.6257
GAREML,9.6134e-15,2.3191
MSH5,5.1135e-07,0.8434
LIG4,9.8847e-12,-0.9262
GPRIN1,8.7045e-15,2.5733
FAM155A,5.2921e-07,-1.6941
UCK2,1.0889e-15,2.3408
MTL5,9.7451e-16,3.4355
ZNF835,2.1594e-10,-2.1267
MRPS16,3.2411e-10,0.5965
KISS1,3.7340e-02,-5.2251
GRHL3,1.5869e-14,5.9726
GJA4,2.1347e-15,-2.4251
PGC,1.1051e-15,-8.2018
CMSS1,1.0040e-15,1.5145
CNNM1,3.3630e-08,2.2091
PLA2G2A,7.0263e-08,-3.7475
HLA-DRB5,9.6882e-10,-2.7680
SLC15A2,5.2583e-13,-2.0032
DCAKD,1.1453e-09,0.6816
NCOA4,6.7109e-11,-0.7130
RAD9A,5.6759e-07,0.5850
NUTM2F,7.3581e-04,1.8842
RPUSD1,4.5046e-11,0.8747
EFCAB12,7.7157e-12,-3.1665
UBE2E3,7.2108e-12,0.6708
SCN8A,7.6519e-13,2.4402
FAM83E,2.6672e-07,-1.4700
PIK3C2B,1.8122e-09,-0.9551
SLC25A15,4.8917e-12,0.9461
ARMCX1,3.5361e-11,-1.2417
ROBO4,9.7451e-16,-3.7664
TNFRSF18,2.2863e-12,2.5788
ATRN,6.4072e-07,0.6103
KLK6,2.2340e-12,9.6161
NCKAP1L,1.0476e-14,-2.3096
LEPRE1,2.2091e-08,0.8512
DAPL1,6.3854e-10,4.1945
RRP1B,5.1412e-11,0.6487
C9orf116,4.4459e-07,-1.7207
TFRC,2.9490e-04,0.8226
LGALS7,1.9454e-11,9.1779
RFPL3S,1.2852e-03,1.2658
TRIM21,1.8766e-13,-0.9834
PCDHGA5,3.1565e-12,-1.7566
GYLTL1B,3.6170e-13,2.6196
C1QTNF7,9.9797e-16,-4.4153
CYC1,5.1417e-13,0.9600
LOXL2,2.3951e-06,1.3466
KIAA1377,6.8178e-13,-1.8374
MAGEH1,2.2340e-12,-0.9443
P4HB,1.5604e-11,0.7674
PIK3CD,1.9186e-04,-0.6034
SHISA7,1.8532e-03,8.8600
SLC27A1,1.6656e-09,-0.9348
DKC1,1.8299e-15,1.5752
ST3GAL6,1.8615e-12,-1.5066
CTSZ,3.3324e-09,-0.9498
FSBP,4.6868e-07,0.9428
SRRD,1.9688e-09,0.6215
SLC8A3,2.6379e-14,-4.2399
ARGLU1,3.6057e-06,-0.7716
TTC16,3.5256e-10,-2.8749
TRABD2B,1.2592e-08,-1.7269
TUBB2B,2.3272e-05,1.4494
PCCB,7.3223e-11,0.8547
PKN1,1.4712e-08,-0.8859
MAFA,6.5097e-05,1.7990
DPP4,7.3144e-13,-2.2256
NET1,5.0081e-14,1.2747
CKAP2L,9.8352e-16,4.1957
GIMAP6,9.7451e-16,-3.2398
TBX1,6.4072e-07,1.3041
KIAA0101,2.0256e-15,3.4144
ZBTB21,3.2993e-08,-0.7995
CYP2S1,1.1427e-05,1.2372
AC104532.2,8.5291e-03,-4.6406
CPEB4,1.2891e-14,-1.5096
A4GNT,2.8389e-09,-6.9974
IMP4,2.2604e-13,0.8081
APOL4,4.2305e-06,-1.1408
SFTA2,9.7451e-16,-8.3747
PPFIA4,1.6389e-10,1.8929
STIL,1.0358e-15,2.9147
STX16-NPEPL1,6.0479e-04,-0.9534
CASD1,9.6606e-12,-0.8642
SLMO1,2.5259e-08,0.9554
SIT1,6.2309e-03,-0.7749
C20orf144,4.3655e-06,0.9938
SLC4A11,5.4976e-11,2.0864
SLC6A11,1.5839e-07,3.2661
TBX21,7.8406e-14,-2.6217
DCDC2,2.0256e-15,-3.9180
CSAG1,1.1653e-08,10.5485
ANKDD1A,8.0105e-07,-0.7376
FHL1,9.7451e-16,-4.2152
CLPB,1.9447e-10,0.7871
NAV3,1.6420e-07,-1.1642
YPEL1,3.1152e-08,-1.5637
UCHL1,5.2582e-11,2.8930
ROCK2,4.5849e-09,-0.6219
EMG1,6.3277e-09,0.6123
LHFPL2,7.1050e-07,-0.8714
SSBP1,6.0497e-14,0.6766
MSMO1,2.5767e-08,-1.0487
STMND1,1.5684e-10,-11.2774
PIK3CA,6.5196e-08,0.6733
PPAP2C,5.8801e-12,2.1685
PHF11,1.2214e-12,-0.8661
C10orf68,1.8590e-05,-1.5038
XXYLT1,8.6019e-14,1.9736
ANO6,1.6180e-12,-0.9815
MYCT1,9.7451e-16,-3.2897
WDR77,1.0173e-10,0.6859
CACNG4,8.0633e-12,-3.9921
TRIM34,2.5927e-13,-1.3406
LY6H,2.0422e-02,-1.0798
CPNE9,1.3185e-10,-3.5508
SEPT11,1.8500e-09,-0.6812
FAM154B,3.2054e-09,-2.3365
SPAG7,3.3002e-12,-0.6019
ARHGAP18,1.0040e-15,-2.2652
TRIM3,1.1346e-10,-0.8420
APEX2,7.0485e-12,0.6990
PEAK1,1.0040e-15,-2.0010
PNRC2,3.1871e-14,-0.8754
HLA-DPB1,7.9204e-15,-2.3842
SLC44A4,8.0328e-14,-3.4152
KCNQ3,2.9202e-06,-1.3553
PCED1B,8.9442e-08,-1.0268
TTC28,4.4581e-12,-1.5744
TRPM8,2.0934e-09,6.4481
NT5C1B,1.6263e-05,0.8042
PSPH,3.0345e-14,1.6586
NARF,1.9511e-12,0.8077
CASKIN1,4.5669e-12,11.8437
FKBPL,1.6036e-10,0.7017
FNDC5,5.0907e-04,-0.8474
MLPH,3.8959e-15,-3.6001
AL627171.2,6.1195e-04,-5.8547
S100A7,1.4415e-12,11.5169
PLN,9.2995e-10,-2.2944
CECR5,4.8056e-13,0.9834
ARMC3,1.7014e-09,-10.0372
ATP11B,2.2349e-14,1.4771
CCDC181,9.4683e-13,-3.2116
NUSAP1,1.0128e-15,3.4524
CLEC14A,9.7451e-16,-3.2242
AC022498.1,4.1747e-02,-1.9479
LRRC26,1.7532e-03,-8.6498
TYROBP,1.0970e-14,-2.4790
EPC1,3.2396e-11,-0.6726
PDZRN3,1.4712e-08,-1.3725
CCL3,2.1888e-04,-1.2098
PGBD5,1.4763e-03,1.0131
NTNG2,8.9917e-05,-0.8671
WSCD1,2.2863e-12,-2.3076
PTPN22,5.5094e-13,-1.8258
FAM151A,9.7572e-05,5.7092
SENP2,2.9792e-10,0.9740
MPP5,2.0830e-14,-0.9726
GPC5,4.6727e-12,-6.5385
PCDH1,7.5422e-12,-1.4730
APOB,7.1726e-05,-5.3266
ECEL1,3.2679e-06,2.6501
TBX5,1.9971e-14,-2.3593
SBSN,3.7612e-10,9.1825
PLEKHG4B,3.6833e-09,2.2490
SGPP1,8.9209e-10,-1.0069
KRT36,3.4152e-05,3.4350
PHB2,2.7345e-10,0.6693
ESR1,1.7844e-10,-1.4487
URI1,2.8068e-12,0.8036
UBXN2A,5.1412e-11,0.7195
SYBU,5.7457e-12,-2.5532
PLA2G1B,9.7451e-16,-11.2732
DENND1C,9.0162e-14,-1.2601
TEX10,3.3819e-10,0.7551
C11orf16,1.9327e-08,-6.5532
LL22NC03-75H12.2,4.3655e-06,-8.5778
LRCH1,4.1568e-12,-0.9944
STAT6,8.7441e-10,-0.6309
NCAPH,9.7451e-16,4.0822
NMNAT2,4.8277e-03,-0.7581
ADRA1B,8.2417e-12,-3.5298
SAMD14,2.2237e-09,-1.4432
TMA16,4.2207e-11,0.6333
CXorf30,2.1320e-02,-2.0654
SYT12,3.4411e-13,3.6260
DIO2,1.1401e-12,3.0572
MYO15B,3.0774e-09,-1.6666
C1orf173,2.0934e-09,-8.7460
MEIS1,2.1675e-08,-0.9331
P2RY1,2.2428e-03,0.6977
BID,7.5422e-12,0.9356
PPP2R5A,1.4902e-11,-1.0414
IGF2BP3,9.6688e-14,3.4522
SETDB2,1.8248e-10,-0.7932
VPS13D,4.0613e-12,-0.8314
PDZD3,5.0047e-08,-4.3173
EMC9,9.5296e-11,0.7163
SMIM10,4.2457e-14,-1.9348
RUNX2,4.1481e-09,1.1110
CXXC11,2.2711e-07,-8.6690
PKD2L1,5.1730e-09,-2.7648
PM20D1,4.0985e-06,-2.1708
RPA4,5.9832e-03,-2.1984
EML5,4.1751e-10,-0.8124
SDC1,8.3474e-09,1.3564
P2RY12,9.8000e-15,-5.0080
TNRC6C,4.6532e-06,-0.5892
APOE,3.2762e-03,-0.7781
NUPL2,5.0727e-09,0.6046
MYLK,2.2544e-10,-1.4535
KCNA3,1.9873e-15,-3.6422
GALNT13,8.2840e-03,-1.5889
FRMPD1,3.1645e-06,-5.0676
SPINK1,4.9456e-02,0.6829
CDIP1,3.4509e-10,-0.9835
ANO2,9.7372e-11,-1.9857
CA13,2.3636e-09,-1.1283
