Gene,Corrected P-value,Log2 Fold Change
CNP,1.2441e-11,0.6797
LRRC48,2.8252e-10,-2.3254
SIGLEC11,3.1763e-13,-5.1382
TGFBR3,1.4524e-10,-2.6354
SMC1B,1.4524e-10,7.4170
FAM159A,1.3676e-03,-0.9224
TM7SF2,2.8778e-04,-0.6203
ACOXL,3.0936e-14,-5.0099
RGS22,2.5219e-13,-4.0635
CA9,9.5775e-13,6.4750
TSSC1,1.9102e-11,0.8466
C10orf128,3.0936e-14,-2.9083
VWA3A,1.4524e-10,-11.6476
ABCB9,1.9102e-11,1.1565
NR2F2,4.0995e-08,-1.0121
MOGS,1.7262e-12,0.6958
POLR1A,1.6300e-09,0.7203
ARHGAP39,1.4173e-03,0.7263
SOWAHC,9.2644e-07,0.6970
WDR16,3.2672e-08,-4.1699
LRRC4C,1.0046e-07,-2.2439
ZRANB3,8.3894e-14,1.2083
ZNF474,4.7753e-08,-2.2391
SLC12A4,5.0878e-13,-1.2755
LONRF1,1.4317e-05,-0.7229
SIX2,2.8252e-10,3.1139
TPPP,9.0527e-11,-2.3129
SLC2A13,1.2464e-08,-0.9626
C11orf63,1.4416e-11,-1.4528
C17orf105,7.0562e-03,-4.8549
DRD1,1.1180e-06,-2.8888
RAB40A,1.0198e-10,-2.0809
SPAG8,1.9804e-09,-3.0765
C8B,6.2672e-11,-16.2067
TESPA1,2.5331e-10,-2.0341
GBP2,4.0877e-05,-0.7435
SLA,5.7021e-14,-2.2639
PRAP1,6.5105e-06,8.6792
NDN,1.4779e-09,-1.5402
RASD1,4.5702e-07,-1.7055
SLC6A2,5.3388e-09,3.4177
FGFBP1,1.0540e-08,2.3659
KIF6,4.7908e-08,-2.4212
GRIP1,2.2702e-10,1.6933
CLEC4F,2.5833e-08,-5.4370
APH1B,8.3894e-14,-1.1056
MMP3,2.8252e-10,6.3099
STAC,3.0936e-14,-3.7115
SRL,3.2796e-07,-2.5899
MSANTD3,1.0949e-09,0.6536
WDFY4,7.8227e-13,-2.3461
FAM161B,1.0506e-06,-0.7267
EFCAB6,2.4465e-06,-1.2612
HN1,4.2014e-14,1.6757
NUMB,2.5219e-13,-1.0003
HM13,1.3368e-09,0.7140
SLC6A15,1.2441e-11,5.1314
SPP1,3.0936e-14,4.2965
METTL2A,9.5775e-13,0.7638
DNAH5,1.6036e-02,-1.0299
GNB1L,7.8227e-13,1.1068
ALYREF,8.3894e-14,1.0820
HIST1H2BJ,9.3517e-08,1.4749
ALG1L,8.3894e-14,3.9700
PTCD1,2.2702e-10,0.9485
STAB2,1.7708e-07,-2.2557
AHNAK2,1.0746e-11,2.3169
FBXW12,2.0298e-02,6.0224
MAGI3,3.0936e-14,-1.7990
EXOG,4.3060e-11,-0.6362
FAM105B,2.0335e-10,0.7974
PON1,2.9026e-05,-6.5546
HPRT1,4.0519e-13,1.3758
CNR1,2.5331e-10,-3.3015
LA16c-431H6.6,1.8354e-02,2.3765
COLEC10,1.4748e-13,-4.4489
DISP1,3.0936e-14,-2.3654
GPR65,4.2014e-14,-2.4479
KCNK7,1.6894e-02,0.6399
BX088651.1,5.7915e-06,6.6308
FAM179A,2.8252e-10,-3.0688
MYH15,4.2614e-07,-2.7479
PXDC1,1.1014e-13,-1.3904
FZD3,9.8641e-07,0.8205
MBNL2,9.6989e-09,-1.1010
SYNJ1,2.0708e-12,-0.9884
SLC30A2,1.5201e-02,-2.9106
PDIA4,3.1763e-13,1.3605
WASF3,1.8252e-10,-1.9682
RPN2,9.5775e-13,0.6907
PSAT1,5.7021e-14,4.3270
TTF2,2.9482e-12,1.3980
SLC26A5,1.3676e-03,-4.5989
PLK1,4.2014e-14,3.9929
HIPK1,4.8865e-11,-0.9434
B3GNT3,8.6976e-08,1.8706
ZMYND12,3.1763e-13,-2.2312
TCN2,4.5996e-06,-0.9355
SCUBE1,2.0335e-10,-5.6203
HAUS8,2.9482e-12,0.9603
SYT15,3.0936e-14,-4.1182
FLT3LG,5.7254e-07,-0.9287
ADAD2,8.9243e-09,2.0121
TACR3,2.4637e-02,-8.6230
ARHGAP31,3.0936e-14,-2.7952
CHRD,2.4529e-03,-0.6951
ZSCAN18,2.8252e-10,-1.1366
LEFTY2,6.2672e-11,-6.0236
LMBRD1,3.0936e-14,-1.1709
MT-ATP6,3.2530e-05,-0.7046
GRHL2,4.0519e-13,1.5509
CYP46A1,5.2750e-03,-0.7755
TRIM2,1.9502e-05,0.6758
DUSP1,5.7021e-14,-3.0333
C10orf12,5.9527e-08,0.6865
AC007382.1,9.1768e-05,-6.9919
B4GALT4,8.3894e-14,1.5338
C12orf42,2.5366e-03,2.6814
MAOA,4.0519e-13,-1.8664
KHDC1,5.9463e-10,0.9880
SCGB3A2,3.0936e-14,-5.2198
RASAL1,4.2014e-14,4.2049
ADCK5,3.5104e-12,1.0607
AURKB,8.3894e-14,4.2119
MYO5C,1.9452e-13,-2.0708
BEST3,8.7307e-04,7.1568
KCNE3,2.2188e-03,-0.7416
CXXC5,1.4013e-04,-0.8447
AKR1C2,1.2464e-08,2.5873
KRT16,3.0936e-14,7.6068
NPC2,3.0936e-14,-1.8638
SPA17,1.8198e-06,-0.8427
SP100,5.6667e-09,-0.9692
SOGA1,4.2614e-07,0.7681
ID2,5.5493e-11,-1.6018
PTCRA,3.0936e-14,-4.7918
SIRPB2,1.9452e-13,-2.1761
AC004466.1,1.6130e-06,-0.7381
HPCAL4,5.3388e-09,-2.4519
RAB27A,3.0936e-14,-1.4588
ITGAM,2.9482e-12,-2.1647
GJC2,5.5493e-11,-2.2538
CDK5,1.8252e-10,0.6395
SLC9C2,1.4013e-04,-10.4912
WWC2,3.0936e-14,-2.9080
FAM153A,2.4067e-02,-3.3503
PNPLA3,6.3317e-04,0.5951
PCDP1,3.0936e-14,-4.0637
LILRA5,6.3219e-13,-3.0888
DSG1,1.1519e-10,15.6063
KLHL33,1.0949e-09,-10.9025
FAM83D,5.7021e-14,3.5231
NECAB1,3.0936e-14,-3.6961
ZNF75D,2.1767e-09,-0.8755
MPP6,8.3894e-14,1.7072
KCND3,4.5485e-05,-1.0371
NME8,1.5073e-05,-2.3037
FAM209B,1.1005e-03,-1.8121
PTCHD1,5.8245e-09,-8.5720
B4GALNT2,4.0877e-05,1.1446
LRCH4,5.9463e-10,-0.8268
ADM5,1.2289e-04,-0.8282
HIST3H2A,1.0198e-10,1.9978
KDELC1,8.6975e-07,0.7987
RSPH10B2,3.5280e-08,-5.8493
ELFN2,1.0438e-05,-3.4532
HYLS1,2.0335e-10,1.1801
LRRC23,1.2612e-06,-1.0155
HGF,4.8140e-10,-2.3738
USP27X,1.3368e-09,-0.9985
GLTP,2.4191e-05,0.6299
FAM118B,7.1148e-11,-0.7988
ZNF583,5.9463e-10,-0.9631
WDR48,3.2969e-07,-0.5896
ZNF532,1.8999e-07,0.7414
OR56B4,1.7325e-05,6.0048
CCDC108,7.5325e-09,-11.2511
ZNF774,5.9848e-08,0.7142
MAML2,3.1721e-09,-1.1162
RPL39L,4.2014e-14,3.0911
ST6GALNAC4,1.7262e-12,-1.1388
CC2D2A,2.4798e-12,-1.3764
CNTNAP3B,2.7215e-02,-1.5552
TBX4,3.0936e-14,-3.7913
EMP2,3.0936e-14,-2.6058
HS6ST1,4.3060e-11,1.0599
GALNT16,2.0313e-08,-3.0474
BEX1,1.8254e-02,-4.5460
PRX,3.0936e-14,-4.2009
CYTIP,1.8252e-10,-1.7967
NT5M,3.8067e-08,0.9007
C2orf74,3.0637e-07,-1.3085
WHSC1,6.8266e-12,1.0551
TEX264,6.1245e-09,-0.6751
WDR64,2.4112e-02,-2.6645
CCDC121,7.8171e-04,-0.6476
PRODH,3.0277e-08,-1.7859
DDIT4,1.2847e-04,0.9645
PRKCA,5.4390e-03,-0.6121
CCR10,9.1982e-04,-0.8537
FAM222A,1.5974e-04,0.9040
CAPN13,1.2904e-05,-2.1662
KIAA1107,9.7997e-05,-0.5886
SLFN12L,4.5996e-06,-1.1099
MEIS2,2.3732e-03,-0.6033
CCL15,7.9695e-12,-13.0682
EFNB2,5.2750e-03,-0.6643
CHRNA9,3.5004e-03,2.3487
RGL4,1.1414e-06,-1.8955
AK7,2.3348e-07,-2.0887
RRM1,3.0936e-14,1.5043
PI16,3.1763e-13,-6.2867
BCL11B,2.3348e-07,1.1034
AC011484.1,6.8526e-05,-10.8458
RHOA,3.0936e-14,-1.0389
HIPK4,1.7146e-05,-2.7678
NUP107,1.1014e-13,0.8448
AL645728.1,1.3590e-05,-0.9644
GPR87,7.8227e-13,5.8637
SPTAN1,2.2008e-11,-1.0406
CXorf22,1.4438e-03,-3.6012
ZFYVE9,1.3325e-07,-0.6521
RPS27L,5.7021e-14,-1.1148
RPS10-NUDT3,1.9804e-09,0.7659
TRO,1.1764e-04,0.8241
DTHD1,1.8762e-08,-2.7821
ZNF396,1.1568e-07,-1.0253
PRKAR2B,4.3299e-10,-1.5792
SLC8A2,2.6573e-02,0.7306
CCDC159,3.5104e-12,-1.1035
BLMH,2.6970e-06,0.7071
SLC17A8,9.8641e-07,-12.5557
AZGP1,9.8641e-07,-3.1249
SLC23A1,7.9978e-06,-1.9826
MCM3,1.9452e-13,1.1682
PFKFB2,5.0878e-13,-1.3300
SLC30A8,3.1338e-03,-4.9871
SERPINB1,5.4348e-04,-0.9851
RD3,9.6854e-06,-12.8940
ZNF506,1.7129e-06,-0.6286
TMEM260,4.0995e-08,0.6091
COMMD2,3.0277e-08,0.6102
PIGA,4.0995e-08,-0.8325
MGARP,1.5176e-06,-2.2083
FAP,2.3930e-09,1.5414
SLC35G1,6.8438e-05,1.0408
TSPAN7,8.9243e-09,-2.4986
MLF2,3.5104e-12,0.7704
C1orf229,1.8732e-03,-2.0272
CD40,2.9961e-04,-0.8671
TBKBP1,1.8241e-04,-0.6145
TCF19,1.1014e-13,1.6246
CD1B,1.0127e-05,-3.3038
UNC93B1,5.9527e-08,-1.0343
HTR1B,2.2953e-03,-4.6117
IL2RG,3.0930e-06,-1.4305
PRR19,1.9452e-13,1.9627
ROBO2,3.4996e-10,-2.4091
CENPQ,4.4935e-09,0.8924
ZFYVE16,5.0609e-09,-0.7591
KIAA1211L,4.7753e-08,-1.9008
SLC41A2,1.8999e-07,-0.9002
DOCK6,1.7293e-08,-0.8851
GJB1,8.9243e-09,-10.0552
H2AFX,3.1763e-13,1.5562
HIST1H3D,2.8252e-10,4.5315
CCSAP,2.1783e-07,0.6062
ETNK2,1.7262e-12,1.6844
MMP10,9.1198e-08,4.4699
TLCD1,1.5176e-06,0.7355
AGTR1,3.0936e-14,-3.8957
CLEC3B,3.0936e-14,-5.3713
CXCL17,3.4353e-09,-3.2830
CEBPD,1.4524e-10,-1.3756
FRMD6,2.4798e-12,2.0341
IGFBP6,1.4404e-02,-1.0156
VWA1,1.3442e-03,-0.6769
DDAH1,8.3894e-14,-2.2875
CCL24,1.7708e-07,-3.6140
TDG,7.8227e-13,0.9592
ZDHHC1,1.8683e-05,-0.7076
ZBTB20,3.2045e-05,-0.9388
OVOL1,1.9452e-13,3.2962
ULBP2,4.4935e-09,1.5363
PDZRN4,7.6561e-07,-4.2139
GDF11,1.5176e-06,0.7270
ECHDC3,5.5493e-11,-1.7945
MARCO,5.7021e-14,-4.6957
TMEM179,2.2382e-06,9.1986
ABLIM1,2.3817e-05,-0.7955
PLEKHB2,1.0198e-10,-0.6106
SLFN11,6.3487e-09,-1.5846
CXCL13,2.6496e-04,2.7669
ZFP69B,8.3894e-14,1.5932
APOH,1.9452e-13,-12.4534
SOX17,3.0936e-14,-3.6828
SUSD5,3.5177e-04,-1.4065
MNS1,2.8926e-03,-0.8726
CDKL1,4.2014e-14,-1.8061
C1orf222,9.3866e-07,-3.6786
TRUB2,2.2008e-11,0.7618
APOL6,2.9799e-08,-1.0073
ATP2B4,1.3795e-05,-0.7289
UBA6,1.8252e-10,0.9881
PRSS3,4.4935e-09,5.6875
C9orf84,1.4416e-11,5.1204
FSD1,3.1479e-10,2.4934
SLC22A4,4.3299e-10,-1.9690
OR52N4,1.1014e-13,-8.6320
C19orf18,2.2362e-02,-0.7502
HGD,2.0332e-07,-3.3164
TRIM39,6.4611e-08,-0.5891
SPRR2F,1.0372e-06,5.9720
BHMT2,3.2672e-08,-1.8314
AKAP5,4.2014e-14,-1.8813
MUCL1,6.3303e-06,5.1713
EPHX4,3.2494e-04,1.0533
PTPRC,3.0936e-14,-2.2411
FJX1,1.6672e-11,1.6669
USP25,8.9737e-10,-0.9774
PAPPA2,5.2750e-03,-4.1527
LOH12CR1,1.0540e-08,0.6493
SAMD5,7.6561e-07,-1.7020
GJB2,3.0936e-14,5.3954
TMEM204,4.2014e-14,-2.2777
C10orf10,2.8969e-11,-2.5182
RFTN1,3.1763e-13,-2.1908
CLEC6A,1.9452e-13,-7.0599
PSME3,1.6672e-11,0.6484
HCN4,3.4887e-05,-11.5772
IKZF5,1.7965e-09,-0.6965
PLD4,1.2426e-07,-1.6814
SEC14L6,3.0936e-14,-4.9720
DTX2,8.9243e-09,0.7729
TMEM175,6.2672e-11,-0.8966
C1QB,2.5219e-13,-2.5118
CAP2,2.2188e-03,-0.6808
HJURP,4.2014e-14,4.3496
MARCH1,7.3266e-10,-1.1497
GPIHBP1,3.0936e-14,-6.0962
HOXB7,3.4468e-09,1.6522
ECE2,3.2341e-09,3.0368
PLEKHA4,2.8778e-04,-0.6099
DHX36,2.5302e-11,0.8199
SLC5A11,1.8098e-03,7.1694
C16orf3,2.8926e-03,-1.9254
NANOS3,1.7792e-02,-0.6629
CD209,3.8606e-03,-0.6879
LEPROT,5.7021e-14,-1.0699
ATP6V0D2,1.6690e-05,-1.5093
DDX56,6.2672e-11,0.6593
ANKRD1,3.0936e-14,-7.2369
ACSM5,2.8252e-10,-3.2767
FAM183B,1.6678e-04,-7.7567
SHROOM1,9.0527e-11,-1.0506
CYSLTR2,2.4465e-06,-1.3286
JAK1,1.9804e-09,-0.8510
C22orf15,3.5280e-08,-3.4549
HIST2H3A,1.4922e-05,1.2702
IL16,5.0878e-13,-2.0768
EMC3,2.0708e-12,-0.7011
PFKFB3,1.0301e-04,-0.7800
CCDC180,1.4748e-13,-2.1234
ZNF714,1.4284e-06,0.7325
DNAH1,2.4798e-12,-1.8349
SCGB3A1,3.1763e-13,-6.0376
FAM180B,3.2969e-07,-10.8807
FANCA,4.0995e-08,1.0344
MMP17,9.0022e-05,0.6090
WNT7A,4.4254e-08,-3.9872
PARD6B,4.3060e-11,-1.9921
CCNO,6.8345e-04,2.2800
EMX1,1.2895e-08,13.4149
ST3GAL1,1.6678e-04,-0.7157
PXK,1.9452e-13,-1.0569
TNS4,3.0936e-14,4.8645
LRRC25,7.8227e-13,-1.9073
MAMDC2,2.5219e-13,-4.3148
HPCA,6.3487e-09,2.8323
CENPE,3.0936e-14,3.0974
FAM153B,1.5974e-04,-3.7876
ELTD1,3.0936e-14,-2.1134
CTD-2116N17.1,7.9264e-09,7.1357
SPINT2,1.9102e-11,0.9803
RGN,3.0936e-14,-3.5883
FCN1,3.0936e-14,-3.6687
HERC5,2.4387e-04,-0.7684
MTFP1,3.8969e-10,1.0122
GPR20,1.2955e-10,-2.3187
URB1,1.0198e-10,0.8708
WBP2NL,2.4067e-02,-1.2929
MRGBP,3.0936e-14,1.3750
CERS3,5.7021e-14,7.9674
IP6K1,9.0527e-11,-0.6759
FAM63B,1.0949e-09,-0.9450
PCDH19,6.9234e-09,2.7949
SLC2A6,6.5476e-05,-0.9863
TRIM52,1.3368e-09,-0.7411
C1QTNF9,4.8945e-09,-12.2915
NNAT,3.1471e-04,-0.7804
CNRIP1,3.0936e-14,-2.2392
TMX4,8.9737e-10,-0.7829
TMSB4X,6.3219e-13,-1.3758
TGM4,3.3368e-03,-1.1782
SLC27A4,1.5225e-06,0.6027
TRAPPC3L,1.3426e-06,-5.0532
HLA-DQB2,5.9848e-08,-1.9668
LTK,9.3517e-08,-2.4258
SPTA1,1.0262e-02,-5.7757
ABCA4,1.1915e-02,0.7657
TMTC4,1.0540e-08,0.7787
MCIDAS,6.3225e-07,6.9271
FBXO41,2.8969e-11,1.5621
XCL2,8.1491e-07,-2.4044
OXT,5.1120e-03,3.8886
MUSK,4.2014e-14,-7.9512
LEPROTL1,3.1479e-10,-0.6850
PKN3,3.5059e-07,-0.7579
CHAF1B,4.2014e-14,2.3684
SORT1,1.4748e-13,-1.6899
CALB1,1.7708e-07,3.7752
TMEM182,3.0936e-14,1.3900
CASP5,1.6672e-11,-1.9734
TRIQK,8.9243e-09,-0.7167
MINA,5.0878e-13,0.7034
FILIP1,3.2341e-09,-2.8922
CPSF3,1.4748e-13,0.9948
CCM2L,3.0936e-14,-2.9690
ELMOD1,2.5833e-08,-3.0421
POLE2,3.0936e-14,2.4000
EDA2R,5.0878e-13,-2.1208
TMEM125,3.0936e-14,-4.0759
PTGDR2,7.8227e-13,-2.5726
GRIN2D,2.5331e-10,1.7189
MYH10,4.3060e-11,-1.7678
STOML2,3.3086e-11,0.8352
ARL14EPL,2.1514e-06,-12.1864
GRIN1,2.1088e-02,1.1800
RHOF,1.1058e-05,-1.2402
EFHC1,2.9026e-05,-0.8416
JMJD1C,9.5775e-13,-1.0483
LRFN1,4.4935e-09,1.0364
DNAJC6,2.3817e-05,-1.4976
SMTNL2,1.3368e-09,-3.2832
CD5,1.5073e-05,-1.5545
RUFY1,9.2357e-12,-0.6832
UBXN11,9.0527e-11,-1.1842
HYAL2,3.0936e-14,-1.8303
CNTD1,2.4853e-04,-0.6362
LDB2,3.0936e-14,-3.4882
PZP,5.0878e-13,-6.4936
CKMT1B,1.4314e-12,3.6023
TUBAL3,5.4418e-06,1.3732
TBL1XR1,7.8227e-13,1.2549
PM20D2,2.4337e-07,0.8996
ACBD6,7.8227e-13,0.6739
RSU1,2.5302e-11,-0.7124
TPCN1,4.9436e-12,-1.1204
BTBD11,5.8059e-12,3.0948
KCNT2,3.0936e-14,-3.9194
ZNF711,6.8526e-05,0.8837
DENND4C,9.0527e-11,-1.1622
PALMD,9.5775e-13,-2.0519
PYCRL,7.8227e-13,1.1554
PINLYP,3.0660e-02,-0.6232
MMP13,1.0475e-08,5.5225
ALG10B,1.6780e-06,0.7350
HNF4G,6.7434e-07,1.5972
RASL10A,4.1060e-06,-1.0839
BCL3,8.5450e-04,-0.5979
PDXP,5.7578e-06,0.7672
AC006449.1,4.7908e-08,-1.0105
TNNI1,5.7053e-05,0.6047
SLC52A3,1.4524e-10,1.2151
CIITA,1.1519e-10,-2.1477
AFAP1L1,5.5493e-11,-1.8962
ZRSR2,1.8252e-10,-0.6257
GAREML,1.1014e-13,2.3191
MSH5,3.8067e-08,0.8434
LIG4,5.1411e-08,-0.9262
GPRIN1,1.9452e-13,2.5733
FAM155A,6.3317e-04,-1.6941
UCK2,3.0936e-14,2.3408
MTL5,3.0936e-14,3.4355
ZNF835,7.1940e-07,-2.1267
MRPS16,8.0370e-11,0.5965
GRHL3,8.3894e-14,5.9726
GJA4,3.0936e-14,-2.4251
PGC,3.0936e-14,-8.2018
CMSS1,3.0936e-14,1.5145
CNNM1,2.8923e-09,2.2091
PLA2G2A,3.6654e-06,-3.7475
HLA-DRB5,1.0746e-11,-2.7680
SLC15A2,3.8969e-10,-2.0032
DCAKD,4.3299e-10,0.6816
NCOA4,8.0370e-11,-0.7130
RAD9A,4.4935e-09,0.5850
NUTM2F,1.7247e-04,1.8842
RPUSD1,2.2702e-10,0.8747
EFCAB12,6.6050e-10,-3.1665
UBE2E3,1.6672e-11,0.6708
SCN8A,7.9695e-12,2.4402
FAM83E,7.1712e-06,-1.4700
PIK3C2B,1.7708e-07,-0.9551
SLC25A15,1.6672e-11,0.9461
ARMCX1,1.7965e-09,-1.2417
ROBO4,3.0936e-14,-3.7664
TNFRSF18,3.7859e-11,2.5788
ATRN,2.8611e-07,0.6103
KLK6,2.4798e-12,9.6161
NCKAP1L,3.0936e-14,-2.3096
LEPRE1,6.9714e-08,0.8512
DAPL1,3.3086e-11,4.1945
RRP1B,1.1043e-08,0.6487
TFRC,8.9044e-06,0.8226
C9orf116,2.8611e-07,-1.7207
LGALS7,1.6261e-08,9.1779
RFPL3S,2.6610e-04,1.2658
TRIM21,3.8196e-09,-0.9834
PCDHGA5,1.6672e-11,-1.7566
GYLTL1B,5.0878e-13,2.6196
C1QTNF7,4.2014e-14,-4.4153
CYC1,6.8266e-12,0.9600
LOXL2,3.2796e-07,1.3466
KIAA1377,1.4614e-08,-1.8374
MAGEH1,2.1767e-09,-0.9443
P4HB,1.0949e-09,0.7674
PIK3CD,2.6496e-04,-0.6034
SHISA7,2.5199e-05,8.8600
SLC27A1,3.9972e-07,-0.9348
DKC1,3.0936e-14,1.5752
ST3GAL6,6.8266e-12,-1.5066
CTSZ,4.4935e-09,-0.9498
FSBP,2.1783e-07,0.9428
SRRD,1.6672e-11,0.6215
SLC8A3,1.9102e-11,-4.2399
ARGLU1,1.7129e-06,-0.7716
TTC16,1.0949e-09,-2.8749
TRABD2B,3.0637e-07,-1.7269
TUBB2B,3.4583e-06,1.4494
PCCB,8.0370e-11,0.8547
PKN1,2.9174e-06,-0.8859
MAFA,8.0291e-05,1.7990
DPP4,1.7293e-08,-2.2256
SMOC1,3.2910e-03,0.8650
NET1,4.0519e-13,1.2747
CKAP2L,3.2341e-09,4.1957
GIMAP6,3.0936e-14,-3.2398
TBX1,2.7990e-08,1.3041
KIAA0101,4.2014e-14,3.4144
ZBTB21,1.5375e-07,-0.7995
CYP2S1,9.3517e-08,1.2372
AC104532.2,7.0739e-03,-4.6406
CPEB4,5.0878e-13,-1.5096
A4GNT,1.0655e-07,-6.9974
IMP4,6.3219e-13,0.8081
APOL4,3.5177e-04,-1.1408
SFTA2,3.0936e-14,-8.3747
PPFIA4,7.1148e-11,1.8929
STIL,4.2014e-14,2.9147
STX16-NPEPL1,1.0301e-04,-0.9534
CASD1,1.7293e-08,-0.8642
SLMO1,1.0540e-08,0.9554
SIT1,3.6101e-02,-0.7749
C20orf144,3.2703e-06,0.9938
SLC4A11,9.2357e-12,2.0864
SLC6A11,2.6262e-07,3.2661
TBX21,2.9482e-12,-2.6217
LRRC73,3.9590e-02,-0.6127
DCDC2,3.0936e-14,-3.9180
CSAG1,2.6262e-07,10.5485
ANKDD1A,3.2564e-06,-0.7376
FHL1,3.0936e-14,-4.2152
CLPB,1.4524e-10,0.7871
NAV3,2.5735e-06,-1.1642
YPEL1,4.5008e-05,-1.5637
UCHL1,4.8865e-11,2.8930
ROCK2,3.6564e-07,-0.6219
EMG1,9.3517e-08,0.6123
LHFPL2,4.2797e-07,-0.8714
SSBP1,1.1014e-13,0.6766
MSMO1,1.0765e-07,-1.0487
STMND1,8.9243e-09,-11.2774
PIK3CA,1.2464e-08,0.6733
PPAP2C,2.9482e-12,2.1685
PHF11,1.9102e-11,-0.8661
C10orf68,9.3775e-06,-1.5038
XXYLT1,1.9452e-13,1.9736
ANO6,8.0971e-10,-0.9815
MYCT1,3.0936e-14,-3.2897
WDR77,2.5331e-10,0.6859
CACNG4,4.3299e-10,-3.9921
TRIM34,6.3219e-13,-1.3406
LY6H,1.8254e-02,-1.0798
CPNE9,2.1767e-09,-3.5508
SEPT11,2.0346e-06,-0.6812
FAM154B,4.4254e-08,-2.3365
SPAG7,9.0527e-11,-0.6019
ARHGAP18,3.0936e-14,-2.2652
TRIM3,5.0878e-13,-0.8420
APEX2,4.9436e-12,0.6990
PEAK1,3.0936e-14,-2.0010
PNRC2,5.8059e-12,-0.8754
HLA-DPB1,8.3894e-14,-2.3842
SLC44A4,4.0519e-13,-3.4152
KCNQ3,3.0512e-05,-1.3553
PCED1B,8.0850e-08,-1.0268
TTC28,2.9482e-12,-1.5744
TRPM8,1.0655e-07,6.4481
NT5C1B,9.3775e-06,0.8042
PSPH,8.3894e-14,1.6586
NARF,1.4416e-11,0.8077
CASKIN1,3.8808e-08,11.8437
FKBPL,1.4524e-10,0.7017
FNDC5,5.4390e-03,-0.8474
MLPH,5.0878e-13,-3.6001
AL627171.2,2.1924e-03,-5.8547
S100A7,4.0572e-09,11.5169
PLN,1.7965e-09,-2.2944
CECR5,9.5775e-13,0.9834
ARMC3,7.5325e-09,-10.0372
ATP11B,8.3894e-14,1.4771
CCDC181,4.3170e-08,-3.2116
NUSAP1,4.2014e-14,3.4524
CLEC14A,3.0936e-14,-3.2242
LRRC26,3.7549e-03,-8.6498
TYROBP,6.3219e-13,-2.4790
EPC1,3.4996e-10,-0.6726
PDZRN3,1.7708e-07,-1.3725
CCL3,2.9961e-04,-1.2098
PGBD5,2.3817e-05,1.0131
NTNG2,1.3203e-03,-0.8671
WSCD1,1.4416e-11,-2.3076
PTPN22,1.1014e-13,-1.8258
FAM151A,1.3032e-03,5.7092
SENP2,4.8865e-11,0.9740
MPP5,2.5219e-13,-0.9726
GPC5,2.1783e-07,-6.5385
PCDH1,2.2702e-10,-1.4730
APOB,1.0646e-03,-5.3266
ECEL1,8.2284e-05,2.6501
TBX5,1.1014e-13,-2.3593
SBSN,2.5331e-10,9.1825
PLEKHG4B,2.8252e-10,2.2490
SGPP1,4.4682e-07,-1.0069
KRT36,6.2586e-05,3.4350
PHB2,3.1479e-10,0.6693
ESR1,1.1568e-07,-1.4487
URI1,8.3894e-14,0.8036
UBXN2A,9.2357e-12,0.7195
SYBU,9.5775e-13,-2.5532
PLA2G1B,3.0936e-14,-11.2732
DENND1C,3.0936e-14,-1.2601
TEX10,3.1479e-10,0.7551
C11orf16,7.5027e-08,-6.5532
LL22NC03-75H12.2,7.6445e-04,-8.5778
LRCH1,2.6654e-08,-0.9944
STAT6,2.5331e-10,-0.6309
NCAPH,3.0936e-14,4.0822
ADRA1B,1.1470e-08,-3.5298
SAMD14,1.4321e-07,-1.4432
TMA16,1.2441e-11,0.6333
CXorf30,4.0489e-02,-2.0654
SYT12,4.8865e-11,3.6260
DIO2,3.3086e-11,3.0572
MYO15B,1.9804e-09,-1.6666
C1orf173,7.5325e-09,-8.7460
MEIS1,2.0332e-07,-0.9331
P2RY1,3.7057e-05,0.6977
BID,4.4935e-09,0.9356
PPP2R5A,8.1994e-09,-1.0414
IGF2BP3,7.8227e-13,3.4522
SETDB2,1.8252e-10,-0.7932
VPS13D,1.6965e-07,-0.8314
PDZD3,1.1058e-05,-4.3173
EMC9,3.7859e-11,0.7163
SMIM10,6.2672e-11,-1.9348
RUNX2,2.6296e-09,1.1110
CXXC11,2.8611e-07,-8.6690
PKD2L1,1.6497e-07,-2.7648
PM20D1,5.5890e-07,-2.1708
RPA4,3.1382e-02,-2.1984
EML5,1.8252e-10,-0.8124
SDC1,6.6050e-10,1.3564
P2RY12,3.0936e-14,-5.0080
TNRC6C,1.2880e-04,-0.5892
APOE,3.1382e-02,-0.7781
NUPL2,1.4779e-09,0.6046
MYLK,5.9848e-08,-1.4535
KCNA3,3.0936e-14,-3.6422
FRMPD1,2.0749e-03,-5.0676
CDIP1,1.8762e-08,-0.9835
ANO2,2.3841e-08,-1.9857
CA13,3.8969e-10,-1.1283
ACSM3,2.0332e-07,-1.8970
STK40,1.0949e-09,-0.7208
SEPW1,2.8969e-11,-0.9421
IL27,5.8245e-09,-4.4186
FAM83G,6.3487e-09,1.3191
GKAP1,8.9044e-06,-1.0551
HSP90B1,1.1665e-08,0.7299
C10orf105,1.4314e-12,-4.2878
FAM47E,3.0936e-14,-2.0793
CCIN,8.0971e-10,-2.8229
RP11-123K3.4,1.7226e-02,3.3129
CHPF,1.0949e-09,0.9213
NABP2,3.1763e-13,0.8491
NICN1,3.0936e-14,-1.4548
DEPTOR,3.3679e-02,-0.6386
TEX40,2.6573e-02,-3.7252
SAMD1,2.4798e-12,0.8569
PRELID2,3.5059e-07,0.7478
